,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
8161,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,1,2014.0,Council At-Large
8162,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,5,2014.0,Council At-Large
8163,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,5,2014.0,Council At-Large
8164,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,2,2014.0,Council At-Large
8165,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,1,2014.0,Council At-Large
8166,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,15,2014.0,Council At-Large
8167,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,1,2014.0,Council At-Large
8168,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,2,2014.0,Council At-Large
8169,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,1,2014.0,Council At-Large
8170,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,5,2014.0,Council At-Large
8171,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,1,2014.0,Council At-Large
8172,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,2,2014.0,Council At-Large
8173,Nate Bennett Fleming ,Fleming 2014,Individual,12/29/2013,5,2014.0,Council At-Large
8174,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,25,2014.0,Council At-Large
8175,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,1,2014.0,Council At-Large
8176,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,1,2014.0,Council At-Large
8177,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,25,2014.0,Council At-Large
8178,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,1,2014.0,Council At-Large
8179,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,5,2014.0,Council At-Large
8180,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,5,2014.0,Council At-Large
8181,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,25,2014.0,Council At-Large
8182,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,5,2014.0,Council At-Large
8183,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,5,2014.0,Council At-Large
8184,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,1,2014.0,Council At-Large
8185,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,25,2014.0,Council At-Large
8186,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,2,2014.0,Council At-Large
8187,Nate Bennett Fleming ,Fleming 2014,Individual,1/26/2014,1,2014.0,Council At-Large
8188,Nate Bennett Fleming ,Fleming 2014,Individual,12/11/2013,25,2014.0,Council At-Large
8189,Nate Bennett Fleming ,Fleming 2014,Individual,12/11/2013,1,2014.0,Council At-Large
8190,Nate Bennett Fleming ,Fleming 2014,Individual,12/11/2013,1,2014.0,Council At-Large
8191,Nate Bennett Fleming ,Fleming 2014,Individual,12/20/2013,2,2014.0,Council At-Large
8192,Nate Bennett Fleming ,Fleming 2014,Individual,1/6/2014,60.14,2014.0,Council At-Large
8193,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,2,2014.0,Council At-Large
8194,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,20.14,2014.0,Council At-Large
8195,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,20.14,2014.0,Council At-Large
8196,Nate Bennett Fleming ,Fleming 2014,Individual,1/7/2014,20.14,2014.0,Council At-Large
8197,Nate Bennett Fleming ,Fleming 2014,Individual,3/3/2014,51,2014.0,Council At-Large
8198,Nate Bennett Fleming ,Fleming 2014,Individual,12/27/2013,5,2014.0,Council At-Large
8199,Nate Bennett Fleming ,Fleming 2014,Individual,12/30/2013,20.14,2014.0,Council At-Large
8200,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,5,2014.0,Council At-Large
8201,Nate Bennett Fleming ,Fleming 2014,Individual,12/31/2013,4,2014.0,Council At-Large
8202,Nate Bennett Fleming ,Fleming 2014,Individual,1/1/2014,5,2014.0,Council At-Large
8203,Nate Bennett Fleming ,Fleming 2014,Individual,1/7/2014,25,2014.0,Council At-Large
8204,Nate Bennett Fleming ,Fleming 2014,Individual,1/8/2014,20.14,2014.0,Council At-Large
8205,Nate Bennett Fleming ,Fleming 2014,Individual,1/19/2014,20.14,2014.0,Council At-Large
8206,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,5,2014.0,Council At-Large
8207,Nate Bennett Fleming ,Fleming 2014,Individual,1/17/2014,1,2014.0,Council At-Large
8208,Nate Bennett Fleming ,Fleming 2014,Individual,1/19/2014,2,2014.0,Council At-Large
8209,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,25,2014.0,Council At-Large
8210,Nate Bennett Fleming ,Fleming 2014,Individual,1/27/2014,5,2014.0,Council At-Large
8211,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,25,2014.0,Council At-Large
8212,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,25,2014.0,Council At-Large
8213,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,2,2014.0,Council At-Large
8214,Nate Bennett Fleming ,Fleming 2014,Individual,1/28/2014,1,2014.0,Council At-Large
8215,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,2,2014.0,Council At-Large
8216,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,1,2014.0,Council At-Large
8217,Nate Bennett Fleming ,Fleming 2014,Individual,1/29/2014,2,2014.0,Council At-Large
8218,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,1,2014.0,Council At-Large
8219,Nate Bennett Fleming ,Fleming 2014,Individual,1/30/2014,11,2014.0,Council At-Large
8220,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,5,2014.0,Council At-Large
8221,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,20.14,2014.0,Council At-Large
8222,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,2,2014.0,Council At-Large
8223,Nate Bennett Fleming ,Fleming 2014,Individual,1/13/2014,5,2014.0,Council At-Large
8224,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,25,2014.0,Council At-Large
8225,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,1,2014.0,Council At-Large
8226,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,25,2014.0,Council At-Large
8227,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,25,2014.0,Council At-Large
8228,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,2,2014.0,Council At-Large
8229,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,25,2014.0,Council At-Large
8230,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,5,2014.0,Council At-Large
8231,Nate Bennett Fleming ,Fleming 2014,Individual,12/28/2013,1,2014.0,Council At-Large
8232,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,1,2014.0,Council At-Large
8233,Nate Bennett Fleming ,Fleming 2014,Individual,1/18/2014,5,2014.0,Council At-Large
8234,Nate Bennett Fleming ,Fleming 2014,Individual,1/21/2014,25,2014.0,Council At-Large
8235,Nate Bennett Fleming ,Fleming 2014,Individual,1/22/2014,1,2014.0,Council At-Large
8236,Nate Bennett Fleming ,Fleming 2014,Individual,1/21/2014,2,2014.0,Council At-Large
8237,Nate Bennett Fleming ,Fleming 2014,Individual,1/21/2014,5,2014.0,Council At-Large
8238,Nate Bennett Fleming ,Fleming 2014,Individual,1/21/2014,5,2014.0,Council At-Large
8239,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,54,2014.0,Council At-Large
8240,Nate Bennett Fleming ,Fleming 2014,Individual,3/9/2014,72,2014.0,Council At-Large
8241,Nate Bennett Fleming ,Fleming 2014,Individual,12/22/2013,1,2014.0,Council At-Large
8242,Nate Bennett Fleming ,Fleming 2014,Individual,12/13/2013,1,2014.0,Council At-Large
8243,Nate Bennett Fleming ,Fleming 2014,Individual,12/12/2013,25,2014.0,Council At-Large
8244,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,5,2014.0,Council At-Large
8245,Nate Bennett Fleming ,Fleming 2014,Individual,1/31/2014,25,2014.0,Council At-Large
8246,Franklin Garcia ,Franklin for DC,Individual,12/4/2013,5,2014.0,US Representative
8247,Franklin Garcia ,Franklin for DC,Individual,12/8/2013,5,2014.0,US Representative
8248,Franklin Garcia ,Franklin for DC,Individual,12/26/2013,2,2014.0,US Representative
8249,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,8/20/2013,1,2014.0,Council Chairman
8250,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,10/8/2013,55,2014.0,Council Chairman
8251,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,10/23/2013,64.53,2014.0,Council Chairman
8252,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,10/29/2013,45.49,2014.0,Council Chairman
8253,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,11/8/2013,61.49,2014.0,Council Chairman
8254,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,11/14/2013,23.97,2014.0,Council Chairman
8255,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,2/11/2014,126.21,2014.0,Council Chairman
8256,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,3/7/2014,6,2014.0,Council Chairman
8257,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,3/24/2014,575,2014.0,Council Chairman
8258,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,12/17/2013,104.01,2014.0,Council Chairman
8259,Calvin H Gurley ,Friends of Calvin H. Gurley 2014,Candidate,1/17/2014,126.25,2014.0,Council Chairman
8260,Darrell Gaston ,Gaston 2014,Individual,3/27/2014,25,2014.0,School Board Ward 8
8261,Darrell Gaston ,Gaston 2014,Individual,3/29/2014,25,2014.0,School Board Ward 8
8262,Darrell Gaston ,Gaston 2014,Individual,3/29/2014,5,2014.0,School Board Ward 8
8263,Darrell Gaston ,Gaston 2014,Individual,3/28/2014,25,2014.0,School Board Ward 8
8264,Darrell Gaston ,Gaston 2014,Individual,4/6/2014,5,2014.0,School Board Ward 8
8265,Darrell Gaston ,Gaston 2014,Individual,4/6/2014,25,2014.0,School Board Ward 8
8266,Darrell Gaston ,Gaston 2014,Individual,4/5/2014,4,2014.0,School Board Ward 8
8267,Darrell Gaston ,Gaston 2014,Individual,4/4/2014,5,2014.0,School Board Ward 8
8268,Darrell Gaston ,Gaston 2014,Individual,4/1/2014,2,2014.0,School Board Ward 8
8269,Darrell Gaston ,Gaston 2014,Individual,4/12/2014,5,2014.0,School Board Ward 8
8270,Darrell Gaston ,Gaston 2014,Individual,4/11/2014,25,2014.0,School Board Ward 8
8271,Darrell Gaston ,Gaston 2014,Individual,4/11/2014,75,2014.0,School Board Ward 8
8272,Darrell Gaston ,Gaston 2014,Individual,4/11/2014,32,2014.0,School Board Ward 8
8273,Darrell Gaston ,Gaston 2014,Individual,4/10/2014,25,2014.0,School Board Ward 8
8274,Darrell Gaston ,Gaston 2014,Individual,4/9/2014,1,2014.0,School Board Ward 8
8275,Darrell Gaston ,Gaston 2014,Individual,4/20/2014,28,2014.0,School Board Ward 8
8276,Darrell Gaston ,Gaston 2014,Individual,4/17/2014,5,2014.0,School Board Ward 8
8277,Darrell Gaston ,Gaston 2014,Individual,4/17/2014,15,2014.0,School Board Ward 8
8278,Darrell Gaston ,Gaston 2014,Individual,4/17/2014,25,2014.0,School Board Ward 8
8279,Darrell Gaston ,Gaston 2014,Individual,4/15/2014,3,2014.0,School Board Ward 8
8280,Darrell Gaston ,Gaston 2014,Individual,4/23/2014,5,2014.0,School Board Ward 8
8281,Darrell Gaston ,Gaston 2014,Individual,4/22/2014,3,2014.0,School Board Ward 8
8282,Darrell Gaston ,Gaston 2014,Individual,4/21/2014,25,2014.0,School Board Ward 8
8283,Darrell Gaston ,Gaston 2014,Individual,5/6/2014,25,2014.0,School Board Ward 8
8284,Darrell Gaston ,Gaston 2014,Individual,6/6/2014,25,2014.0,School Board Ward 8
8285,Darrell Gaston ,Gaston 2014,Individual,5/22/2014,25,2014.0,School Board Ward 8
8286,Darrell Gaston ,Gaston 2014,Individual,5/21/2014,2,2014.0,School Board Ward 8
8287,Darrell Gaston ,Gaston 2014,Individual,5/21/2014,25,2014.0,School Board Ward 8
8288,Darrell Gaston ,Gaston 2014,Individual,5/30/2014,25,2014.0,School Board Ward 8
8289,Darrell Gaston ,Gaston 2014,Individual,5/20/2014,1,2014.0,School Board Ward 8
8290,Darrell Gaston ,Gaston 2014,Individual,4/17/2014,25,2014.0,School Board Ward 8
8291,Darrell Gaston ,Gaston 2014,Individual,4/28/2014,5,2014.0,School Board Ward 8
8292,Darrell Gaston ,Gaston 2014,Individual,4/8/2014,5,2014.0,School Board Ward 8
8293,Darrell Gaston ,Gaston 2014,Individual,4/3/2014,1,2014.0,School Board Ward 8
8294,Darrell Gaston ,Gaston 2014,Individual,4/1/2014,5,2014.0,School Board Ward 8
8295,Darrell Gaston ,Gaston 2014,Individual,4/7/2014,5,2014.0,School Board Ward 8
8296,Darrell Gaston ,Gaston 2014,Individual,4/9/2014,6,2014.0,School Board Ward 8
8297,Darrell Gaston ,Gaston 2014,Individual,5/20/2014,25,2014.0,School Board Ward 8
8298,Darrell Gaston ,Gaston 2014,Individual,4/1/2014,25,2014.0,School Board Ward 8
8299,Darrell Gaston ,Gaston 2014,Individual,5/30/2014,183.78,2014.0,School Board Ward 8
8300,Darrell Gaston ,Gaston 2014,Candidate,6/1/2014,5,2014.0,School Board Ward 8
8301,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,1,2014.0,Council At-Large
8302,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,1,2014.0,Council At-Large
8303,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,1,2014.0,Council At-Large
8304,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,1,2014.0,Council At-Large
8305,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,25,2014.0,Council At-Large
8306,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,5,2014.0,Council At-Large
8307,Graylan Hagler ,Hagler For DC,Individual,5/24/2014,25,2014.0,Council At-Large
8308,Graylan Hagler ,Hagler For DC,Individual,5/29/2014,1,2014.0,Council At-Large
8309,Graylan Hagler ,Hagler For DC,Business,5/25/2014,5,2014.0,Council At-Large
8310,Graylan Hagler ,Hagler For DC,Other,5/28/2014,2,2014.0,Council At-Large
8311,Graylan Hagler ,Hagler For DC,Individual,5/27/2014,1,2014.0,Council At-Large
8312,Graylan Hagler ,Hagler For DC,Individual,5/24/2014,5,2014.0,Council At-Large
8313,Graylan Hagler ,Hagler For DC,Individual,5/27/2014,5,2014.0,Council At-Large
8314,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,1,2014.0,Council At-Large
8315,Graylan Hagler ,Hagler For DC,Individual,5/28/2014,5,2014.0,Council At-Large
8316,Graylan Hagler ,Hagler For DC,Individual,5/27/2014,5,2014.0,Council At-Large
8317,Graylan Hagler ,Hagler For DC,Other,5/23/2014,1,2014.0,Council At-Large
8318,Graylan Hagler ,Hagler For DC,Individual,6/1/2014,1,2014.0,Council At-Large
8319,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,25,2014.0,Council At-Large
8320,Graylan Hagler ,Hagler For DC,Individual,5/23/2014,5,2014.0,Council At-Large
8321,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,1,2014.0,Council At-Large
8322,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,1,2014.0,Council At-Large
8323,Graylan Hagler ,Hagler For DC,Individual,6/4/2014,1,2014.0,Council At-Large
8324,Graylan Hagler ,Hagler For DC,Individual,4/6/2014,1,2014.0,Council At-Large
8325,Graylan Hagler ,Hagler For DC,Business,4/6/2014,1,2014.0,Council At-Large
8326,Graylan Hagler ,Hagler For DC,Individual,5/28/2014,25,2014.0,Council At-Large
8327,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,1,2014.0,Council At-Large
8328,Graylan Hagler ,Hagler For DC,Individual,6/8/2014,5,2014.0,Council At-Large
8329,Graylan Hagler ,Hagler For DC,Individual,6/5/2014,1,2014.0,Council At-Large
8330,Graylan Hagler ,Hagler For DC,Individual,6/5/2014,25,2014.0,Council At-Large
8331,Graylan Hagler ,Hagler For DC,Individual,6/2/2014,3,2014.0,Council At-Large
8332,Graylan Hagler ,Hagler For DC,Individual,6/10/2014,1,2014.0,Council At-Large
8333,Graylan Hagler ,Hagler For DC,Labor,6/9/2014,1,2014.0,Council At-Large
8334,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,15,2014.0,Council At-Large
8335,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,2,2014.0,Council At-Large
8336,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,1,2014.0,Council At-Large
8337,Graylan Hagler ,Hagler For DC,Individual,6/8/2014,6,2014.0,Council At-Large
8338,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,2,2014.0,Council At-Large
8339,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,1,2014.0,Council At-Large
8340,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,25,2014.0,Council At-Large
8341,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,5,2014.0,Council At-Large
8342,Graylan Hagler ,Hagler For DC,Individual,6/3/2014,2,2014.0,Council At-Large
8343,Graylan Hagler ,Hagler For DC,Business,6/9/2014,3,2014.0,Council At-Large
8344,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,2,2014.0,Council At-Large
8345,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,4,2014.0,Council At-Large
8346,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,5,2014.0,Council At-Large
8347,Graylan Hagler ,Hagler For DC,Individual,6/3/2014,1,2014.0,Council At-Large
8348,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,5,2014.0,Council At-Large
8349,Graylan Hagler ,Hagler For DC,Individual,6/7/2014,25,2014.0,Council At-Large
8350,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,15,2014.0,Council At-Large
8351,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,3,2014.0,Council At-Large
8352,Graylan Hagler ,Hagler For DC,Individual,6/8/2014,1,2014.0,Council At-Large
8353,Graylan Hagler ,Hagler For DC,Individual,6/8/2014,1,2014.0,Council At-Large
8354,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,5,2014.0,Council At-Large
8355,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,5,2014.0,Council At-Large
8356,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,101,2014.0,Council At-Large
8357,Graylan Hagler ,Hagler For DC,Individual,6/4/2014,5,2014.0,Council At-Large
8358,Graylan Hagler ,Hagler For DC,Individual,6/4/2014,1,2014.0,Council At-Large
8359,Graylan Hagler ,Hagler For DC,Individual,5/31/2014,3,2014.0,Council At-Large
8360,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,1,2014.0,Council At-Large
8361,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,5,2014.0,Council At-Large
8362,Graylan Hagler ,Hagler For DC,Business,6/9/2014,2,2014.0,Council At-Large
8363,Graylan Hagler ,Hagler For DC,Individual,6/10/2014,6,2014.0,Council At-Large
8364,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,5,2014.0,Council At-Large
8365,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,5,2014.0,Council At-Large
8366,Graylan Hagler ,Hagler For DC,Individual,6/9/2014,25,2014.0,Council At-Large
8367,Graylan Hagler ,Hagler For DC,Labor,6/10/2014,1,2014.0,Council At-Large
8368,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,1,2014.0,Council At-Large
8369,Graylan Hagler ,Hagler For DC,Labor,6/6/2014,1,2014.0,Council At-Large
8370,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,25,2014.0,Council At-Large
8371,Graylan Hagler ,Hagler For DC,Individual,6/6/2014,1,2014.0,Council At-Large
8372,Graylan Hagler ,Hagler For DC,Individual,6/10/2014,1,2014.0,Council At-Large
8373,Graylan Hagler ,Hagler For DC,Labor,6/5/2014,1,2014.0,Council At-Large
8374,Jacqueline Manning ,Jacqueline Manning for Ward 5 Council,Candidate,12/2/2013,8,2014.0,Council Ward 5
8375,Jim Graham ,Jim Graham 2014,Business,3/10/2014,5,2014.0,Council Ward 1
8376,Jim Graham ,Jim Graham 2014,Corporation,3/10/2014,5,2014.0,Council Ward 1
8377,Jim Graham ,Jim Graham 2014,Business,3/10/2014,1,2014.0,Council Ward 1
8378,Jim Graham ,Jim Graham 2014,Corporation,3/10/2014,5,2014.0,Council Ward 1
8379,Jim Graham ,Jim Graham 2014,Individual,3/10/2014,25,2014.0,Council Ward 1
8380,Jim Graham ,Jim Graham 2014,Individual,3/10/2014,25,2014.0,Council Ward 1
8381,Jim Graham ,Jim Graham 2014,Individual,3/10/2014,5,2014.0,Council Ward 1
8382,Jim Graham ,Jim Graham 2014,Individual,3/10/2014,5,2014.0,Council Ward 1
8383,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,1,2014.0,Council Ward 1
8384,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,5,2014.0,Council Ward 1
8385,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,1,2014.0,Council Ward 1
8386,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,1,2014.0,Council Ward 1
8387,Jim Graham ,Jim Graham 2014,Individual,2/2/2014,1,2014.0,Council Ward 1
8388,Jim Graham ,Jim Graham 2014,Individual,2/20/2014,1,2014.0,Council Ward 1
8389,Jim Graham ,Jim Graham 2014,Business,2/1/2014,5,2014.0,Council Ward 1
8390,Jim Graham ,Jim Graham 2014,Corporation,2/25/2014,5,2014.0,Council Ward 1
8391,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,25,2014.0,Council Ward 1
8392,Jim Graham ,Jim Graham 2014,Individual,2/26/2014,5,2014.0,Council Ward 1
8393,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,1,2014.0,Council Ward 1
8394,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,25,2014.0,Council Ward 1
8395,Jim Graham ,Jim Graham 2014,Business,2/27/2014,3,2014.0,Council Ward 1
8396,Jim Graham ,Jim Graham 2014,Business,2/25/2014,5,2014.0,Council Ward 1
8397,Jim Graham ,Jim Graham 2014,Corporation,2/1/2014,5,2014.0,Council Ward 1
8398,Jim Graham ,Jim Graham 2014,Corporation,2/25/2014,5,2014.0,Council Ward 1
8399,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,1,2014.0,Council Ward 1
8400,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,5,2014.0,Council Ward 1
8401,Jim Graham ,Jim Graham 2014,Corporation,2/25/2014,5,2014.0,Council Ward 1
8402,Jim Graham ,Jim Graham 2014,Business,2/26/2014,5,2014.0,Council Ward 1
8403,Jim Graham ,Jim Graham 2014,Corporation,2/26/2014,5,2014.0,Council Ward 1
8404,Jim Graham ,Jim Graham 2014,Business,2/26/2014,5,2014.0,Council Ward 1
8405,Jim Graham ,Jim Graham 2014,Business,2/26/2014,5,2014.0,Council Ward 1
8406,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,3,2014.0,Council Ward 1
8407,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,3,2014.0,Council Ward 1
8408,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,3,2014.0,Council Ward 1
8409,Jim Graham ,Jim Graham 2014,Individual,2/27/2014,3,2014.0,Council Ward 1
8410,Jim Graham ,Jim Graham 2014,Individual,2/26/2014,1,2014.0,Council Ward 1
8411,Jim Graham ,Jim Graham 2014,Individual,2/16/2014,5,2014.0,Council Ward 1
8412,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,5,2014.0,Council Ward 1
8413,Jim Graham ,Jim Graham 2014,Individual,2/24/2014,1,2014.0,Council Ward 1
8414,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,1,2014.0,Council Ward 1
8415,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,25,2014.0,Council Ward 1
8416,Jim Graham ,Jim Graham 2014,Individual,2/19/2014,3,2014.0,Council Ward 1
8417,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,5,2014.0,Council Ward 1
8418,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,25,2014.0,Council Ward 1
8419,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,25,2014.0,Council Ward 1
8420,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,5,2014.0,Council Ward 1
8421,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,25,2014.0,Council Ward 1
8422,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,5,2014.0,Council Ward 1
8423,Jim Graham ,Jim Graham 2014,Individual,2/1/2014,1,2014.0,Council Ward 1
8424,Jim Graham ,Jim Graham 2014,Individual,2/7/2014,3,2014.0,Council Ward 1
8425,Jim Graham ,Jim Graham 2014,Individual,2/16/2014,45,2014.0,Council Ward 1
8426,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,25,2014.0,Council Ward 1
8427,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,2,2014.0,Council Ward 1
8428,Jim Graham ,Jim Graham 2014,Individual,2/18/2014,1,2014.0,Council Ward 1
8429,Jim Graham ,Jim Graham 2014,Individual,2/20/2014,25,2014.0,Council Ward 1
8430,Jim Graham ,Jim Graham 2014,Corporation,2/20/2014,5,2014.0,Council Ward 1
8431,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,5,2014.0,Council Ward 1
8432,Jim Graham ,Jim Graham 2014,Individual,2/24/2014,5,2014.0,Council Ward 1
8433,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,5,2014.0,Council Ward 1
8434,Jim Graham ,Jim Graham 2014,Individual,2/24/2014,5,2014.0,Council Ward 1
8435,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,1,2014.0,Council Ward 1
8436,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,2,2014.0,Council Ward 1
8437,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,25,2014.0,Council Ward 1
8438,Jim Graham ,Jim Graham 2014,Corporation,2/19/2014,2,2014.0,Council Ward 1
8439,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,25,2014.0,Council Ward 1
8440,Jim Graham ,Jim Graham 2014,Corporation,2/24/2014,5,2014.0,Council Ward 1
8441,Jim Graham ,Jim Graham 2014,Individual,2/24/2014,5,2014.0,Council Ward 1
8442,Jim Graham ,Jim Graham 2014,Individual,2/28/2014,2,2014.0,Council Ward 1
8443,Jim Graham ,Jim Graham 2014,Individual,2/28/2014,1,2014.0,Council Ward 1
8444,Jim Graham ,Jim Graham 2014,Individual,3/1/2014,35,2014.0,Council Ward 1
8445,Jim Graham ,Jim Graham 2014,Business,2/27/2014,5,2014.0,Council Ward 1
8446,Jim Graham ,Jim Graham 2014,Corporation,2/21/2014,5,2014.0,Council Ward 1
8447,Jim Graham ,Jim Graham 2014,Business,2/12/2014,5,2014.0,Council Ward 1
8448,Jim Graham ,Jim Graham 2014,Individual,2/25/2014,1,2014.0,Council Ward 1
8449,Jim Graham ,Jim Graham 2014,Individual,2/25/2014,2,2014.0,Council Ward 1
8450,Jim Graham ,Jim Graham 2014,Individual,2/25/2014,2,2014.0,Council Ward 1
